ResinType,ResinPercentage,ResinSupplier,PigmentType,PigmentPercentage,PigmentSupplier,SolventType,SolventPercentage,SolventSupplier,Gloss,Viscosity,HidingPower,IsSuccess,Dispersant_Percentage,Dispersant_Supplier,Thickener_Percentage,Thickener_Supplier,Defoamer_Percentage,Defoamer_Supplier,TotalSolidsContent,SimulatedPVC,SolventToResinRatio,Resin_Pigment_Combo,Resin_Solvent_Combo,Pigment_Solvent_Combo
Alkyd,45.18,SupplierC_Resin,Titanium Dioxide,32.73,SupplierH_Pigment,Xylene,15.92,SupplierP_Solvent,23.45,1246.44,87.95,0,3.07,SupplierR_Add,3.1,SupplierT_Add,,None,84.08,,0.35,Alkyd_Titanium Dioxide,Alkyd_Xylene,Titanium Dioxide_Xylene
Acrylic,44.05,SupplierB_Resin,Organic Blue,34.21,SupplierL_Pigment,Water,20.42,SupplierM_Solvent,36.63,1079.84,54.29,1,0.0,None,1.32,SupplierU_Add,0.0,None,79.58,0.4299,0.46,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Epoxy,43.84,SupplierF_Resin,Organic Blue,32.31,SupplierL_Pigment,Xylene,18.91,SupplierP_Solvent,,,59.38,0,4.04,SupplierR_Add,0.0,None,0.91,SupplierV_Add,81.1,0.3984,0.43,Epoxy_Organic Blue,Epoxy_Xylene,Organic Blue_Xylene
Epoxy,57.22,SupplierF_Resin,Organic Blue,27.79,SupplierK_Pigment,Xylene,12.31,SupplierP_Solvent,41.19,1161.88,37.76,0,0.0,None,0.0,None,2.68,SupplierW_Add,87.69,0.3169,0.22,Epoxy_Organic Blue,Epoxy_Xylene,Organic Blue_Xylene
Epoxy,51.59,SupplierF_Resin,Organic Blue,31.52,SupplierK_Pigment,Water,14.3,SupplierM_Solvent,46.21,1518.18,43.71,1,0.5,SupplierR_Add,0.0,None,2.09,SupplierW_Add,85.7,0.3678,0.28,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Acrylic,49.22,SupplierB_Resin,Organic Blue,25.14,SupplierK_Pigment,Xylene,24.84,SupplierP_Solvent,31.84,477.79,33.27,1,0.0,None,,None,0.8,SupplierV_Add,75.16,0.3345,0.5,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Alkyd,49.45,SupplierC_Resin,Iron Oxide Red,23.96,SupplierJ_Pigment,Mineral Spirits,22.96,SupplierN_Solvent,16.3,100.0,34.84,0,3.63,SupplierR_Add,0.0,None,0.0,None,77.04,0.311,0.46,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,53.46,SupplierD_Resin,Titanium Dioxide,23.16,SupplierH_Pigment,Water,15.86,SupplierM_Solvent,22.64,1390.48,50.08,0,0.0,None,2.94,SupplierT_Add,4.58,SupplierW_Add,84.14,0.2753,0.3,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Acrylic,46.87,SupplierA_Resin,Organic Blue,23.45,SupplierL_Pigment,Mineral Spirits,22.96,SupplierO_Solvent,43.16,798.56,33.62,1,4.85,SupplierR_Add,0.0,None,1.87,SupplierV_Add,77.04,0.3044,0.49,Acrylic_Organic Blue,Acrylic_Mineral Spirits,Organic Blue_Mineral Spirits
Alkyd,51.04,SupplierC_Resin,Organic Blue,31.01,SupplierL_Pigment,Mineral Spirits,11.18,SupplierN_Solvent,23.85,1442.25,38.95,0,0.0,None,3.96,SupplierU_Add,2.81,SupplierW_Add,88.82,0.3491,0.22,Alkyd_Organic Blue,Alkyd_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,44.45,SupplierB_Resin,Organic Blue,29.16,SupplierL_Pigment,Mineral Spirits,22.63,SupplierN_Solvent,25.19,1289.57,,1,0.0,None,3.76,SupplierU_Add,0.0,None,77.37,0.3769,0.51,Acrylic_Organic Blue,Acrylic_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,50.23,SupplierA_Resin,Titanium Dioxide,31.23,SupplierH_Pigment,Water,15.89,SupplierM_Solvent,33.0,1173.65,77.28,0,0.0,None,0.0,None,2.65,SupplierW_Add,,0.3713,0.32,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Alkyd,,SupplierC_Resin,Titanium Dioxide,27.51,SupplierG_Pigment,Xylene,18.94,SupplierQ_Solvent,7.81,1262.22,72.65,0,1.98,SupplierR_Add,0.0,None,0.0,None,81.06,0.3394,0.37,Alkyd_Titanium Dioxide,Alkyd_Xylene,Titanium Dioxide_Xylene
Acrylic,49.36,SupplierA_Resin,Titanium Dioxide,30.11,SupplierH_Pigment,Xylene,14.39,SupplierQ_Solvent,30.61,2331.85,80.03,0,2.76,SupplierR_Add,3.39,SupplierU_Add,0.0,None,85.62,0.3517,0.29,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Acrylic,45.93,SupplierA_Resin,Iron Oxide Red,31.04,SupplierI_Pigment,Water,19.95,SupplierM_Solvent,24.71,1588.86,54.85,0,0.56,SupplierS_Add,2.53,SupplierU_Add,0.0,None,80.06,0.3877,0.43,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Acrylic,47.4,SupplierA_Resin,Titanium Dioxide,30.87,SupplierH_Pigment,Xylene,14.11,SupplierP_Solvent,40.38,1428.13,74.3,0,0.0,None,3.19,SupplierU_Add,4.42,SupplierW_Add,85.88,0.3595,0.3,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Alkyd,47.15,SupplierC_Resin,Titanium Dioxide,23.6,SupplierH_Pigment,Mineral Spirits,20.32,SupplierO_Solvent,17.89,1367.65,62.44,0,0.0,None,4.42,SupplierU_Add,4.51,SupplierW_Add,79.68,0.2962,0.43,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Epoxy,46.02,SupplierE_Resin,Titanium Dioxide,35.82,SupplierG_Pigment,Xylene,14.64,SupplierQ_Solvent,27.91,1790.02,100.0,1,1.94,SupplierS_Add,0.0,None,1.58,SupplierV_Add,,0.4196,0.32,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Alkyd,42.67,SupplierD_Resin,Titanium Dioxide,32.93,SupplierG_Pigment,Water,19.39,SupplierM_Solvent,9.15,1633.93,82.71,0,3.25,SupplierR_Add,1.76,SupplierT_Add,0.0,None,80.61,0.4085,0.45,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Epoxy,53.35,SupplierE_Resin,Titanium Dioxide,24.35,SupplierH_Pigment,Mineral Spirits,16.29,SupplierO_Solvent,35.85,1110.35,70.46,0,2.04,SupplierR_Add,,None,3.97,SupplierV_Add,83.71,0.2909,0.31,Epoxy_Titanium Dioxide,Epoxy_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Alkyd,44.78,SupplierC_Resin,Organic Blue,30.17,SupplierL_Pigment,Mineral Spirits,19.29,SupplierN_Solvent,25.06,401.86,30.6,1,0.0,None,1.19,SupplierU_Add,4.57,SupplierW_Add,80.71,0.3738,0.43,Alkyd_Organic Blue,Alkyd_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,49.6,SupplierB_Resin,Iron Oxide Red,24.05,SupplierJ_Pigment,Water,20.67,SupplierM_Solvent,39.41,2245.07,39.3,0,0.0,None,4.01,SupplierT_Add,1.66,SupplierV_Add,79.32,0.3032,0.42,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Epoxy,44.29,SupplierE_Resin,Titanium Dioxide,30.51,SupplierH_Pigment,Xylene,19.02,SupplierP_Solvent,37.14,1553.12,75.22,1,0.0,None,,SupplierT_Add,4.16,SupplierW_Add,80.98,0.3768,0.43,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Alkyd,43.52,SupplierD_Resin,Iron Oxide Red,35.61,SupplierI_Pigment,Water,15.28,SupplierM_Solvent,17.78,1384.83,78.62,0,2.7,SupplierR_Add,2.89,SupplierT_Add,0.0,None,84.72,0.4203,0.35,Alkyd_Iron Oxide Red,Alkyd_Water,Iron Oxide Red_Water
Acrylic,44.3,SupplierB_Resin,Iron Oxide Red,28.49,SupplierI_Pigment,Mineral Spirits,23.05,SupplierO_Solvent,31.85,1190.46,,0,,None,4.16,SupplierU_Add,0.0,None,76.95,0.3702,0.52,Acrylic_Iron Oxide Red,Acrylic_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Epoxy,50.55,SupplierF_Resin,Iron Oxide Red,33.42,SupplierJ_Pigment,Mineral Spirits,14.36,SupplierN_Solvent,43.02,1585.72,56.15,0,0.0,None,0.0,None,1.67,SupplierW_Add,85.64,0.3902,0.28,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,40.31,SupplierA_Resin,Organic Blue,31.41,SupplierL_Pigment,Water,24.63,SupplierM_Solvent,23.14,1080.33,43.63,0,0.0,None,2.63,SupplierT_Add,1.01,SupplierV_Add,75.36,0.4168,0.61,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Alkyd,44.38,SupplierC_Resin,Organic Blue,29.09,SupplierK_Pigment,Water,21.01,SupplierM_Solvent,18.11,876.11,40.98,0,1.52,SupplierS_Add,3.99,SupplierU_Add,0.0,None,78.98,0.3683,0.47,Alkyd_Organic Blue,Alkyd_Water,Organic Blue_Water
Acrylic,45.97,SupplierB_Resin,Iron Oxide Red,28.81,SupplierJ_Pigment,Water,21.68,SupplierM_Solvent,26.11,797.63,59.46,0,0.0,None,0.0,None,3.54,SupplierV_Add,78.32,0.3678,0.47,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Acrylic,49.92,SupplierB_Resin,Organic Blue,32.07,SupplierK_Pigment,Water,15.46,SupplierM_Solvent,43.89,1098.97,36.14,0,0.0,None,0.0,None,2.55,SupplierW_Add,84.54,0.3793,,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Alkyd,50.41,SupplierD_Resin,Organic Blue,30.57,SupplierL_Pigment,Water,14.07,SupplierM_Solvent,30.13,988.55,55.26,1,4.25,SupplierS_Add,0.7,SupplierT_Add,0.0,None,85.93,0.3558,0.28,Alkyd_Organic Blue,Alkyd_Water,Organic Blue_Water
Acrylic,47.37,SupplierA_Resin,Iron Oxide Red,28.26,SupplierI_Pigment,Xylene,18.97,SupplierQ_Solvent,32.86,2261.6,61.15,0,0.0,None,3.75,SupplierT_Add,1.64,SupplierW_Add,81.02,0.3488,0.4,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
Acrylic,49.01,SupplierB_Resin,Iron Oxide Red,23.79,SupplierJ_Pigment,Xylene,22.14,SupplierP_Solvent,30.36,,41.09,0,1.04,SupplierS_Add,0.0,None,4.02,SupplierV_Add,77.86,,,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
Alkyd,52.64,SupplierC_Resin,Iron Oxide Red,27.69,SupplierJ_Pigment,Mineral Spirits,15.15,SupplierO_Solvent,25.51,1277.0,56.33,0,2.37,SupplierS_Add,2.15,SupplierT_Add,0.0,None,84.85,0.3263,0.29,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,45.24,SupplierB_Resin,Iron Oxide Red,27.79,SupplierJ_Pigment,Water,20.06,SupplierM_Solvent,24.5,327.19,64.92,0,4.91,SupplierR_Add,0.0,None,2.0,SupplierV_Add,79.94,0.3476,0.44,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Acrylic,50.45,SupplierA_Resin,Titanium Dioxide,23.01,SupplierG_Pigment,Mineral Spirits,20.36,SupplierO_Solvent,35.35,1104.93,76.98,0,1.98,SupplierS_Add,0.0,None,4.2,SupplierV_Add,79.64,0.2889,0.4,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Epoxy,53.94,SupplierE_Resin,Organic Blue,26.06,SupplierL_Pigment,Water,19.5,SupplierM_Solvent,46.91,1624.07,29.05,0,0.0,None,0.5,SupplierT_Add,0.0,None,80.5,0.3237,0.36,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Alkyd,44.54,SupplierD_Resin,Organic Blue,26.76,SupplierK_Pigment,Xylene,19.39,SupplierP_Solvent,19.55,185.0,47.66,0,4.49,SupplierR_Add,0.0,None,4.83,SupplierV_Add,80.62,0.3319,0.44,Alkyd_Organic Blue,Alkyd_Xylene,Organic Blue_Xylene
Epoxy,46.18,SupplierF_Resin,Iron Oxide Red,29.2,SupplierI_Pigment,Mineral Spirits,21.47,SupplierO_Solvent,31.53,1651.37,44.18,0,0.0,None,3.15,SupplierT_Add,0.0,None,78.53,0.3718,0.46,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,50.11,SupplierD_Resin,Iron Oxide Red,33.77,SupplierJ_Pigment,Water,13.63,SupplierM_Solvent,22.49,754.54,,0,0.0,None,,None,2.49,SupplierW_Add,86.37,0.391,0.27,Alkyd_Iron Oxide Red,Alkyd_Water,Iron Oxide Red_Water
Acrylic,48.14,SupplierA_Resin,Titanium Dioxide,26.31,SupplierG_Pigment,Xylene,21.51,SupplierQ_Solvent,29.78,1336.91,81.47,0,2.68,SupplierR_Add,0.0,None,1.36,SupplierW_Add,78.49,0.3352,,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Acrylic,48.95,SupplierA_Resin,Titanium Dioxide,31.08,SupplierH_Pigment,Water,16.9,SupplierM_Solvent,37.21,,81.08,0,0.0,None,0.0,None,3.07,SupplierW_Add,83.1,0.374,0.35,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Acrylic,46.76,SupplierA_Resin,Organic Blue,28.7,SupplierK_Pigment,Mineral Spirits,22.04,SupplierO_Solvent,49.04,,41.95,0,1.61,SupplierS_Add,0.0,None,0.89,SupplierW_Add,,0.3681,0.47,Acrylic_Organic Blue,Acrylic_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,48.69,SupplierA_Resin,Titanium Dioxide,27.35,SupplierG_Pigment,Xylene,21.35,SupplierP_Solvent,20.85,1387.48,85.48,0,2.61,SupplierS_Add,0.0,None,0.0,None,78.65,0.3477,0.44,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Alkyd,45.35,SupplierD_Resin,Titanium Dioxide,30.55,SupplierG_Pigment,Mineral Spirits,20.17,SupplierO_Solvent,7.52,1109.36,71.41,1,1.27,SupplierR_Add,0.0,None,2.66,SupplierV_Add,79.83,0.3827,0.44,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,48.05,SupplierA_Resin,Iron Oxide Red,22.66,SupplierI_Pigment,Mineral Spirits,23.58,SupplierO_Solvent,28.67,1040.26,44.66,0,3.54,SupplierS_Add,0.0,None,2.17,SupplierW_Add,76.42,0.2965,0.49,Acrylic_Iron Oxide Red,Acrylic_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Epoxy,50.72,SupplierF_Resin,Titanium Dioxide,26.02,SupplierH_Pigment,Water,18.89,SupplierM_Solvent,46.38,1658.88,67.62,0,3.43,SupplierR_Add,0.93,SupplierT_Add,0.0,None,81.1,0.3208,0.37,Epoxy_Titanium Dioxide,Epoxy_Water,Titanium Dioxide_Water
Alkyd,50.45,SupplierC_Resin,Organic Blue,30.92,SupplierK_Pigment,Water,11.37,SupplierM_Solvent,28.72,1276.27,47.81,0,4.21,SupplierR_Add,0.0,None,3.05,SupplierW_Add,88.63,0.3489,0.23,Alkyd_Organic Blue,Alkyd_Water,Organic Blue_Water
Acrylic,43.62,SupplierB_Resin,Iron Oxide Red,34.64,SupplierJ_Pigment,Water,18.39,SupplierM_Solvent,23.37,646.85,52.09,0,2.32,SupplierR_Add,0.0,None,1.04,SupplierV_Add,81.62,0.4244,,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Alkyd,46.76,SupplierC_Resin,Iron Oxide Red,25.54,SupplierJ_Pigment,Xylene,22.79,SupplierP_Solvent,5.71,722.19,50.89,0,2.68,SupplierR_Add,2.23,SupplierT_Add,0.0,None,77.21,0.3308,0.49,Alkyd_Iron Oxide Red,Alkyd_Xylene,Iron Oxide Red_Xylene
Epoxy,45.68,SupplierF_Resin,Iron Oxide Red,27.11,SupplierJ_Pigment,Xylene,21.12,SupplierP_Solvent,27.92,1043.73,51.18,1,1.98,SupplierS_Add,0.0,None,4.11,SupplierV_Add,78.88,0.3437,0.46,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Epoxy,56.46,SupplierE_Resin,Iron Oxide Red,22.51,SupplierJ_Pigment,Water,17.49,SupplierM_Solvent,44.12,1006.07,46.06,1,3.54,SupplierS_Add,0.0,None,0.0,None,82.51,,0.31,Epoxy_Iron Oxide Red,Epoxy_Water,Iron Oxide Red_Water
Alkyd,50.4,SupplierD_Resin,Organic Blue,30.47,SupplierL_Pigment,Water,16.09,SupplierM_Solvent,27.68,1322.3,26.96,1,0.0,None,3.04,SupplierT_Add,0.0,None,83.91,0.3631,0.32,Alkyd_Organic Blue,Alkyd_Water,Organic Blue_Water
Alkyd,49.47,SupplierC_Resin,Titanium Dioxide,26.9,SupplierG_Pigment,Mineral Spirits,20.65,SupplierO_Solvent,18.93,1031.27,66.83,1,0.0,None,0.0,None,2.98,SupplierW_Add,79.35,0.339,0.42,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Epoxy,48.02,SupplierE_Resin,Organic Blue,24.82,SupplierK_Pigment,Mineral Spirits,21.6,SupplierN_Solvent,39.52,1025.99,29.46,1,0.0,None,0.86,SupplierT_Add,4.7,SupplierW_Add,78.4,0.3166,0.45,Epoxy_Organic Blue,Epoxy_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,55.33,SupplierA_Resin,Titanium Dioxide,26.83,SupplierG_Pigment,Mineral Spirits,17.14,SupplierO_Solvent,26.46,1505.36,72.54,0,0.7,SupplierR_Add,0.0,None,0.0,None,82.86,0.3238,0.31,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Alkyd,48.58,SupplierD_Resin,Iron Oxide Red,32.11,SupplierJ_Pigment,Mineral Spirits,15.33,SupplierN_Solvent,20.72,539.3,60.88,0,1.12,SupplierR_Add,0.0,None,2.86,SupplierW_Add,84.67,0.3792,0.32,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,57.72,SupplierB_Resin,Iron Oxide Red,28.48,SupplierJ_Pigment,Xylene,12.48,SupplierP_Solvent,20.0,1485.17,58.96,1,0.0,None,0.0,None,1.32,SupplierW_Add,87.52,0.3254,0.22,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
Acrylic,46.72,SupplierA_Resin,Organic Blue,31.97,SupplierL_Pigment,Water,15.61,SupplierM_Solvent,37.16,1754.84,45.99,0,1.11,SupplierS_Add,4.59,SupplierU_Add,0.0,None,84.39,0.3788,0.33,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Epoxy,50.93,SupplierF_Resin,Titanium Dioxide,33.7,SupplierH_Pigment,Water,11.51,SupplierM_Solvent,44.92,1133.76,83.16,0,,None,1.07,SupplierU_Add,2.78,SupplierV_Add,88.48,0.3809,0.23,Epoxy_Titanium Dioxide,Epoxy_Water,Titanium Dioxide_Water
Epoxy,51.52,SupplierF_Resin,Organic Blue,23.36,SupplierL_Pigment,Water,21.28,SupplierM_Solvent,39.64,1321.64,32.14,0,1.43,SupplierR_Add,2.41,SupplierU_Add,0.0,None,78.72,0.2967,0.41,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Epoxy,55.14,SupplierF_Resin,Organic Blue,25.15,SupplierL_Pigment,Mineral Spirits,16.22,SupplierN_Solvent,32.62,1896.48,26.24,1,0.0,None,3.49,SupplierU_Add,0.0,None,83.78,0.3002,0.29,Epoxy_Organic Blue,Epoxy_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,46.5,SupplierA_Resin,Iron Oxide Red,29.69,SupplierI_Pigment,Xylene,14.81,SupplierQ_Solvent,32.24,2124.99,60.78,0,,None,4.2,SupplierT_Add,4.8,SupplierW_Add,85.19,0.3485,0.32,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
Acrylic,46.02,SupplierB_Resin,Iron Oxide Red,21.95,SupplierJ_Pigment,Water,24.84,SupplierM_Solvent,32.17,554.6,44.22,0,,SupplierS_Add,0.0,None,,SupplierW_Add,75.15,0.2921,0.54,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Epoxy,51.8,SupplierF_Resin,Organic Blue,27.37,SupplierK_Pigment,Mineral Spirits,14.76,SupplierN_Solvent,43.24,1972.22,29.65,0,0.0,None,2.48,SupplierU_Add,3.59,SupplierV_Add,85.24,0.3211,0.28,Epoxy_Organic Blue,Epoxy_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,50.8,SupplierA_Resin,Titanium Dioxide,29.32,SupplierG_Pigment,Xylene,18.08,SupplierP_Solvent,23.15,1264.17,,0,0.0,None,0.0,None,1.8,SupplierV_Add,,0.3579,0.36,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Acrylic,56.69,SupplierB_Resin,Iron Oxide Red,24.79,SupplierI_Pigment,Mineral Spirits,16.69,SupplierO_Solvent,27.96,1143.65,45.94,0,,SupplierR_Add,0.0,None,0.0,None,83.31,0.2976,,Acrylic_Iron Oxide Red,Acrylic_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Epoxy,,SupplierE_Resin,Iron Oxide Red,36.47,SupplierJ_Pigment,Mineral Spirits,12.57,SupplierO_Solvent,41.09,1421.3,81.96,1,2.24,SupplierR_Add,0.0,None,0.0,None,87.43,0.4171,0.26,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,42.7,SupplierA_Resin,Organic Blue,36.19,SupplierK_Pigment,Mineral Spirits,14.68,SupplierO_Solvent,35.53,1337.14,57.01,1,4.54,SupplierR_Add,1.88,SupplierU_Add,0.0,None,85.31,,,Acrylic_Organic Blue,Acrylic_Mineral Spirits,Organic Blue_Mineral Spirits
Epoxy,52.3,SupplierF_Resin,Titanium Dioxide,32.0,SupplierG_Pigment,Water,13.18,SupplierM_Solvent,29.03,1722.87,68.82,0,0.0,None,0.0,None,2.52,SupplierV_Add,86.82,0.3686,0.25,Epoxy_Titanium Dioxide,Epoxy_Water,Titanium Dioxide_Water
Alkyd,50.45,SupplierD_Resin,Titanium Dioxide,22.94,SupplierH_Pigment,Mineral Spirits,22.93,SupplierN_Solvent,22.35,711.35,68.36,0,1.93,SupplierR_Add,0.0,None,1.75,SupplierV_Add,77.07,0.2977,0.45,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Alkyd,48.57,SupplierD_Resin,Organic Blue,26.41,SupplierL_Pigment,Xylene,17.77,SupplierP_Solvent,20.68,1295.1,40.3,0,3.03,SupplierS_Add,4.22,SupplierU_Add,0.0,None,,0.3212,0.37,Alkyd_Organic Blue,Alkyd_Xylene,Organic Blue_Xylene
Acrylic,59.09,SupplierA_Resin,Titanium Dioxide,25.02,SupplierG_Pigment,Mineral Spirits,12.86,SupplierN_Solvent,32.23,1408.49,65.45,1,0.0,None,3.03,SupplierU_Add,0.0,None,87.14,0.2871,0.22,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,44.85,SupplierA_Resin,Titanium Dioxide,26.85,SupplierG_Pigment,Xylene,21.24,SupplierP_Solvent,29.34,1175.6,72.32,0,3.27,SupplierR_Add,0.0,None,3.79,SupplierW_Add,78.76,0.3409,0.47,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Acrylic,47.66,SupplierA_Resin,Titanium Dioxide,22.52,SupplierG_Pigment,Water,23.25,SupplierM_Solvent,28.15,1303.56,58.19,1,0.0,None,2.51,SupplierU_Add,4.07,SupplierV_Add,76.76,0.2934,0.49,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Epoxy,52.85,SupplierF_Resin,Titanium Dioxide,28.74,SupplierG_Pigment,Water,14.65,SupplierM_Solvent,29.34,1894.57,74.11,0,0.0,None,3.76,SupplierU_Add,0.0,None,85.35,0.3367,0.28,Epoxy_Titanium Dioxide,Epoxy_Water,Titanium Dioxide_Water
Epoxy,49.01,SupplierF_Resin,Titanium Dioxide,24.3,SupplierG_Pigment,Mineral Spirits,23.02,SupplierN_Solvent,39.86,,61.73,1,0.0,None,0.0,None,3.67,SupplierW_Add,76.98,0.3157,0.47,Epoxy_Titanium Dioxide,Epoxy_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,40.38,SupplierA_Resin,Titanium Dioxide,33.25,SupplierH_Pigment,Water,19.19,SupplierM_Solvent,34.77,1806.54,80.87,0,3.37,SupplierR_Add,3.81,SupplierU_Add,0.0,None,80.81,0.4115,0.48,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Alkyd,44.76,SupplierD_Resin,Titanium Dioxide,30.21,SupplierH_Pigment,Xylene,20.45,SupplierP_Solvent,21.85,,82.61,1,3.24,SupplierS_Add,0.0,None,1.34,SupplierV_Add,79.55,,0.46,Alkyd_Titanium Dioxide,Alkyd_Xylene,Titanium Dioxide_Xylene
Alkyd,48.62,SupplierC_Resin,Iron Oxide Red,31.87,SupplierI_Pigment,Mineral Spirits,15.01,SupplierO_Solvent,17.0,,56.78,0,0.0,None,0.0,None,,SupplierW_Add,84.99,0.375,,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,53.96,SupplierB_Resin,Titanium Dioxide,28.16,SupplierH_Pigment,Water,14.39,SupplierM_Solvent,37.27,951.31,70.22,0,0.0,None,0.0,None,3.49,SupplierW_Add,85.61,0.3289,,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Acrylic,57.36,SupplierA_Resin,Titanium Dioxide,21.98,SupplierH_Pigment,Water,16.02,SupplierM_Solvent,35.02,1908.68,45.89,0,0.72,SupplierR_Add,3.92,SupplierU_Add,0.0,None,83.98,0.2617,0.28,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Acrylic,38.49,SupplierB_Resin,Organic Blue,31.81,SupplierK_Pigment,Mineral Spirits,23.34,SupplierN_Solvent,32.04,100.0,48.77,0,3.91,SupplierS_Add,0.0,None,2.45,SupplierV_Add,76.66,0.4149,0.61,Acrylic_Organic Blue,Acrylic_Mineral Spirits,Organic Blue_Mineral Spirits
Alkyd,48.36,SupplierC_Resin,Iron Oxide Red,33.22,SupplierI_Pigment,Mineral Spirits,17.0,SupplierO_Solvent,17.62,921.34,62.64,1,1.42,SupplierS_Add,0.0,None,0.0,None,83.0,0.4002,0.35,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,46.53,SupplierC_Resin,Organic Blue,29.03,SupplierK_Pigment,Xylene,21.96,SupplierQ_Solvent,21.78,,56.1,0,1.67,SupplierS_Add,0.0,None,0.81,SupplierW_Add,78.04,0.372,0.47,Alkyd_Organic Blue,Alkyd_Xylene,Organic Blue_Xylene
